"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.228328689E2,-5.421962276E-1,-1.375317746E0,1.610336639E0
1.228428999E2,-6.242745439E-1,-1.249581268E0,6.821086961E-1
1.228529299E2,-5.001054843E-1,-1.211999093E0,-3.622385180E-1
1.228629609E2,-3.603978876E-1,-1.066545437E0,-1.131123987E0
1.228729909E2,-1.378708401E-1,-9.812518103E-1,-1.669877667E0
1.228830219E2,2.605465939E-1,-9.337212561E-1,-1.976628447E0
1.228930519E2,4.770855079E-1,-7.858942889E-1,-2.104136340E0
1.229030829E2,5.544520647E-1,-5.420892236E-1,-2.164148068E0
1.229131129E2,6.052477773E-1,-3.563939336E-1,-2.431697361E0
1.229231439E2,5.826013283E-1,-2.981487952E-1,-2.915693035E0
1.229331749E2,4.874995451E-1,-2.499931736E-1,-3.429644580E0
1.229432049E2,3.554824989E-1,-2.057056314E-1,-3.845178130E0
1.229532359E2,3.493202279E-1,-2.102076951E-1,-4.058225525E0
1.229632659E2,2.822369134E-1,-2.675604022E-1,-4.197810842E0
1.229732969E2,1.111700414E-1,-2.915500662E-1,-4.007755868E0
1.229833269E2,-1.535701025E-1,-3.556668323E-1,-3.572997842E0
1.229933579E2,-3.079604231E-1,-4.295658441E-1,-3.163569955E0
1.230033879E2,-5.814644469E-1,-4.480560556E-1,-2.858034811E0
1.230134189E2,-9.492402050E-1,-5.079099092E-1,-2.420826218E0
1.230234499E2,-9.540857926E-1,-5.413700160E-1,-1.934935461E0
1.230334799E2,-7.054852065E-1,-5.014155529E-1,-1.768724847E0
1.230435109E2,-4.432620697E-1,-2.632974896E-1,-2.052044665E0
1.230535409E2,-1.759119115E-1,1.060313621E-1,-2.354859685E0
1.230635719E2,2.928696731E-2,4.283949392E-1,-2.135762175E0
1.230736019E2,7.177935954E-2,5.447488296E-1,-1.721747147E0
1.230836329E2,-1.897640750E-3,5.242500995E-1,-1.397004485E0
1.230936629E2,-1.658467337E-1,5.076662265E-1,-1.238378295E0
1.231036939E2,-2.891143537E-1,6.265519613E-1,-1.075148007E0
1.231137249E2,-2.414526574E-1,7.725917271E-1,-9.826696140E-1
1.231237549E2,-6.678821281E-2,9.782350856E-1,-1.001736799E0
1.231337859E2,-6.289564826E-2,1.182675672E0,-1.097494311E0
1.231438159E2,-7.102466673E-2,1.317530445E0,-1.268004382E0
1.231538469E2,-2.145672329E-2,1.351396349E0,-1.441885373E0
1.231638769E2,-2.452720586E-2,1.287235290E0,-1.325249208E0
1.231739079E2,-1.176080086E-1,1.126174319E0,-6.510044324E-1
1.231839379E2,-1.958356775E-1,8.323586033E-1,2.943166763E-1
1.231939689E2,-2.391348759E-1,4.782285655E-1,1.095437261E0
1.232039999E2,-2.598484729E-1,2.104389524E-1,1.594321700E0
1.232140299E2,-3.141027404E-1,1.166946369E-1,2.027700368E0
1.232240609E2,-3.361508730E-1,2.181368119E-1,2.763713960E0
1.232340909E2,-2.797635960E-1,2.955875686E-1,3.236450236E0
1.232441219E2,-1.192859036E-1,3.515426449E-1,3.081568603E0
1.232541519E2,1.100388610E-1,4.423712464E-1,2.213658198E0
1.232641829E2,6.117239340E-1,6.309886824E-1,1.169668833E0
1.232742129E2,1.311737170E0,8.410291471E-1,7.633458173E-1
1.232842439E2,1.867913798E0,7.533289522E-1,1.081943641E0
1.232942749E2,1.871777492E0,5.373730056E-1,2.182400737E0
1.233043049E2,1.321169021E0,6.533137903E-2,3.690797603E0
1.233143359E2,7.372586109E-1,-7.512602073E-1,4.734472972E0
1.233243659E2,2.356689936E-1,-1.465731342E0,4.895632176E0
1.233343969E2,-1.230063499E-1,-1.786330960E0,4.425801381E0
1.233444269E2,-1.368300631E-1,-1.890177656E0,3.849619090E0
1.233544579E2,1.500806577E-1,-1.939186971E0,3.269682301E0
1.233644879E2,6.042557240E-1,-1.910523043E0,2.706018314E0
1.233745189E2,1.108426266E0,-1.790568876E0,2.193212823E0
1.233845499E2,1.578932706E0,-1.593938415E0,1.756039898E0
1.233945799E2,1.885642263E0,-1.314508750E0,1.507595213E0
1.234046109E2,1.942158380E0,-1.060070012E0,1.221184557E0
1.234146409E2,1.741467467E0,-9.039006756E-1,7.379501903E-1
1.234246719E2,1.330405283E0,-7.844896415E-1,2.842658973E-1
1.234347019E2,9.128056926E-1,-6.910176601E-1,-8.553599417E-2
1.234447329E2,5.583475894E-1,-5.632750746E-1,-4.610190403E-1
1.234547629E2,2.224213408E-1,-4.314789069E-1,-8.506465012E-1
1.234647939E2,3.153787125E-3,-2.920403552E-1,-1.242760198E0
1.234748249E2,-9.372624395E-2,-1.456011515E-1,-1.568862339E0
1.234848549E2,-1.796821413E-1,-2.552748173E-2,-1.762266013E0
1.234948859E2,-1.432392418E-1,1.433200796E-1,-1.952053185E0
1.235049159E2,-4.790568966E-2,3.003865246E-1,-2.306526600E0
1.235149469E2,3.198273472E-2,4.771330896E-1,-2.759895728E0
1.235249769E2,9.253491031E-2,5.658088924E-1,-3.126847687E0
1.235350079E2,1.216495675E-1,4.962043682E-1,-3.365169087E0
1.235450379E2,9.254296850E-2,4.094434554E-1,-3.423327833E0
1.235550689E2,-6.477790352E-2,3.626644877E-1,-3.222116956E0
1.235650989E2,-2.605414410E-1,2.460319043E-1,-3.103830707E0
1.235751299E2,-4.227350171E-1,-3.983415663E-4,-3.145192156E0
1.235851610E2,-5.749176849E-1,-2.049083635E-1,-3.086943364E0
1.235951910E2,-7.676228363E-1,-3.378897619E-1,-2.896797758E0
1.236052220E2,-7.779857835E-1,-4.705702478E-1,-2.807805474E0
1.236152520E2,-6.522737168E-1,-5.668424609E-1,-2.725124091E0
1.236252830E2,-4.462783924E-1,-4.759137259E-1,-2.249980516E0
1.236353130E2,-3.461064520E-1,-2.742939095E-1,-1.475351327E0
1.236453440E2,-4.104987682E-1,-1.544507662E-1,-1.051638107E0
1.236553740E2,-5.668786405E-1,-1.396358221E-1,-1.199685515E0
1.236654050E2,-6.603316185E-1,-6.507183574E-2,-1.614846597E0
1.236754360E2,-6.809641036E-1,1.603786734E-1,-1.814764069E0
1.236854660E2,-6.378625229E-1,4.459294233E-1,-1.683757787E0
1.236954970E2,-4.161285405E-1,6.846612981E-1,-1.470258987E0
1.237055270E2,-1.234564302E-1,9.286044308E-1,-1.404628084E0
1.237155580E2,1.605289103E-1,1.279775997E0,-1.395351477E0
1.237255880E2,4.025621597E-1,1.645035771E0,-1.253268814E0
1.237356190E2,6.027476906E-1,1.834858464E0,-1.000873750E0
1.237456490E2,6.023476314E-1,1.848376788E0,-6.587075543E-1
1.237556800E2,5.885122055E-1,1.779709427E0,-2.825702047E-1
1.237657100E2,5.550802384E-1,1.644801590E0,2.937407255E-1
1.237757410E2,4.857951183E-1,1.448545352E0,1.085587041E0
1.237857720E2,2.951481869E-1,1.285307609E0,2.209353477E0
1.237958020E2,1.723374720E-1,1.100592239E0,3.495588893E0
1.238058330E2,-1.151325167E-1,8.419341499E-1,4.518374500E0
1.238158630E2,-6.902410036E-1,7.224424973E-1,5.290850160E0
1.238258940E2,-1.147579880E0,6.842141323E-1,5.208745896E0
1.238359240E2,-8.355945987E-1,5.142630552E-1,3.451448847E0
1.238459550E2,-4.124932900E-1,6.329828753E-1,1.656381708E0
1.238559850E2,-1.149972633E-1,8.560339795E-1,1.052963086E0
1.238660160E2,3.357201525E-1,6.083580574E-1,1.202751794E0
1.238760460E2,3.162368645E-1,1.699083924E-1,2.489508782E0
1.238860770E2,-2.185043094E-1,-6.426388210E-1,4.158572516E0
1.238961080E2,-5.518960275E-1,-1.755531629E0,4.990036642E0
1.239061380E2,-7.103208538E-1,-2.543106700E0,5.152297461E0
1.239161690E2,-8.377743676E-1,-2.805193523E0,5.209715365E0
1.239261990E2,-8.614897972E-1,-2.731541995E0,5.125760458E0
1.239362300E2,-7.940517394E-1,-2.552884414E0,4.410995647E0
1.239462600E2,-6.872763922E-1,-2.323603540E0,3.001498586E0
1.239562910E2,-7.030867517E-1,-1.996194839E0,1.714369131E0
1.239663210E2,-8.867225792E-1,-1.610411191E0,9.501567560E-1
1.239763520E2,-9.277679866E-1,-1.301105324E0,5.613116527E-1
1.239863820E2,-7.732184024E-1,-1.151980494E0,2.047846949E-1
1.239964130E2,-6.842004644E-1,-1.063696382E0,-1.770800024E-1
1.240064440E2,-5.789551143E-1,-1.084014652E0,-5.771745640E-1
1.240164740E2,-3.898535288E-1,-1.152130548E0,-9.527277768E-1
1.240265050E2,-1.499373735E-1,-1.063101574E0,-1.271948329E0
1.240365350E2,2.352462034E-1,-8.333635204E-1,-1.604881772E0
1.240465660E2,6.057833091E-1,-5.581281361E-1,-1.979656720E0
1.240565960E2,8.014657165E-1,-2.128908361E-1,-2.210207756E0
1.240666270E2,9.546410588E-1,-7.601380348E-5,-2.508054981E0
1.240766570E2,1.100479973E0,1.201640823E-1,-2.677317840E0
1.240866880E2,1.056299727E0,2.305231149E-1,-2.388116308E0
1.240967180E2,8.763285687E-1,2.105234447E-1,-1.861722474E0
1.241067490E2,5.862047115E-1,8.783504628E-2,-1.596850621E0
1.241167790E2,2.651243790E-1,6.398608088E-3,-1.607727027E0
1.241268100E2,7.017100979E-2,9.269298613E-3,-1.709880808E0
1.241368410E2,1.882233337E-2,8.638142847E-2,-1.874144883E0
1.241468710E2,-5.291799601E-2,1.976168125E-1,-2.174738545E0
1.241569020E2,-1.715670282E-1,2.374521386E-1,-2.550852506E0
1.241669320E2,-2.339390583E-1,2.382042367E-1,-2.920981257E0
1.241769630E2,-2.737680256E-1,2.439160162E-1,-3.312734181E0
1.241869930E2,-3.583767975E-1,3.359831310E-1,-3.446241317E0
1.241970240E2,-4.862876732E-1,4.451750594E-1,-3.254278396E0
1.242070540E2,-5.119910099E-1,4.540196308E-1,-3.014606289E0
1.242170850E2,-5.492592987E-1,4.385345958E-1,-2.762227598E0
1.242271150E2,-6.321971557E-1,4.728727352E-1,-2.256930517E0
1.242371460E2,-5.922916995E-1,5.174109037E-1,-1.646213400E0
1.242471760E2,-4.964778717E-1,4.849594416E-1,-1.269845670E0
1.242572070E2,-4.237281302E-1,5.404088069E-1,-9.443200654E-1
1.242672380E2,-4.933709902E-1,6.744258933E-1,-7.415818959E-1
1.242772680E2,-4.292906595E-1,7.579182856E-1,-9.251353508E-1
1.242872990E2,-2.872103724E-1,9.052734556E-1,-1.246290747E0
1.242973290E2,-1.719352566E-1,1.029531101E0,-1.483161453E0
1.243073600E2,-6.072552726E-3,1.178076471E0,-1.363559580E0
1.243173900E2,7.302697264E-3,1.177086245E0,-1.014580793E0
1.243274210E2,-8.927539822E-2,1.066939613E0,-6.257965010E-1
1.243374510E2,-2.620115772E-1,8.729382800E-1,-3.458060879E-1
1.243474820E2,-3.951857144E-1,6.927266550E-1,-3.576332510E-2
1.243575120E2,-4.249462879E-1,4.708618777E-1,2.890647072E-1
1.243675430E2,-2.251189721E-1,2.833821637E-1,7.970836669E-1
1.243775730E2,3.783239890E-2,2.954845114E-1,1.446839719E0
1.243876040E2,1.728333890E-1,4.672038596E-1,2.176464059E0
1.243976350E2,-7.560672764E-2,6.740166613E-1,2.783902642E0
1.244076650E2,-3.559866750E-1,8.552772767E-1,2.992494459E0
1.244176960E2,-1.278144697E-1,8.462866710E-1,2.341806945E0
1.244277260E2,2.767643581E-1,9.009836458E-1,1.521097603E0
1.244377570E2,8.000930826E-1,1.000051486E0,1.542627636E0
1.244477870E2,1.418676897E0,9.340079889E-1,2.108684889E0
1.244578180E2,1.457831461E0,7.399243565E-1,2.806051310E0
1.244678480E2,1.015397576E0,4.147339430E-1,3.562728378E0
1.244778790E2,5.110921101E-1,-2.086895386E-1,3.859538891E0
1.244879090E2,1.415686832E-1,-8.304521918E-1,4.104588683E0
1.244979400E2,1.265762761E-2,-1.273572686E0,4.618008716E0
1.245079700E2,1.400241686E-1,-1.613085415E0,4.912041217E0
1.245180010E2,6.032937474E-1,-1.843974420E0,4.704035291E0
1.245280310E2,1.151784758E0,-1.868530679E0,4.234426691E0
1.245380620E2,1.500947952E0,-1.792265445E0,3.835421466E0
1.245480930E2,1.684659574E0,-1.793198222E0,3.391972139E0
1.245581230E2,1.768827612E0,-1.769380905E0,2.569971732E0
1.245681540E2,1.810614593E0,-1.596434007E0,1.369953511E0
1.245781840E2,1.748427992E0,-1.201143299E0,1.263366956E-1
1.245882150E2,1.578559361E0,-7.972754556E-1,-1.035458862E0
1.245982450E2,1.317405899E0,-5.389652755E-1,-2.038480294E0
1.246082760E2,9.692523006E-1,-3.592155075E-1,-2.642035741E0
1.246183060E2,5.974817247E-1,-3.315575197E-1,-2.629705718E0
1.246283370E2,2.540602776E-1,-3.066934045E-1,-1.823802695E0
1.246383670E2,-1.603248242E-1,-3.290060140E-1,-8.283867359E-1
1.246483980E2,-8.065544021E-1,-4.559460691E-1,-3.949922812E-1
1.246584280E2,-1.201762080E0,-4.664369242E-1,-4.000653255E-1
1.246684590E2,-1.089701873E0,-3.021695600E-1,-6.123736328E-1
1.246784890E2,-6.484650598E-1,3.215420432E-2,-1.203749914E0
1.246885200E2,-1.871438646E-1,5.070979502E-1,-2.212927880E0
1.246985510E2,8.810803816E-2,8.727489763E-1,-3.099325427E0
1.247085810E2,2.440168807E-1,9.715131265E-1,-3.610865580E0
1.247186120E2,3.350322641E-1,9.182913311E-1,-3.763661512E0
1.247286420E2,2.007550497E-1,8.385713430E-1,-3.548911992E0
1.247386730E2,1.036689408E-2,6.323596352E-1,-3.235129350E0
1.247487030E2,-5.844617296E-2,4.034609498E-1,-2.935088834E0
1.247587340E2,-6.109225731E-2,2.666067944E-1,-2.658162947E0
1.247687640E2,1.044795111E-2,1.826841932E-1,-2.516669099E0
1.247787950E2,-4.427924652E-2,1.879887141E-1,-2.412651810E0
1.247888250E2,-1.349015509E-1,1.827764330E-1,-2.195065806E0
1.247988560E2,-2.288282995E-1,3.025013164E-2,-2.129187566E0
1.248088860E2,-4.181627138E-1,-8.977756441E-2,-2.168360403E0
1.248189170E2,-5.289459619E-1,-5.593526892E-2,-2.156727367E0
1.248289470E2,-4.565390499E-1,6.456334725E-2,-2.212405724E0
1.248389780E2,-2.418289988E-1,2.605913982E-1,-2.393367108E0
1.248490090E2,-4.814714313E-2,4.612043240E-1,-2.453607463E0
1.248590390E2,4.436099790E-2,6.126638740E-1,-2.237051738E0
1.248690700E2,1.196714544E-1,7.044684488E-1,-1.951298309E0
1.248791000E2,1.351530542E-1,8.472128700E-1,-1.696622247E0
1.248891310E2,7.718244262E-2,1.038212973E0,-1.531514418E0
1.248991610E2,-4.772972502E-2,1.232465590E0,-1.481735902E0
1.249091920E2,-9.424856476E-2,1.359947171E0,-1.400750796E0
1.249192220E2,1.047799118E-2,1.353095549E0,-1.254866273E0
1.249292530E2,1.622438622E-1,1.218526340E0,-6.529650038E-1
1.249392830E2,1.336034690E-1,8.883187229E-1,7.989729023E-1
1.249493140E2,-1.442803020E-1,4.137330459E-1,2.535072041E0
1.249593440E2,-6.393607988E-1,3.240871900E-1,4.463780801E0
1.249693750E2,-1.096067737E0,2.828123526E-1,5.806613172E0
1.249794050E2,-1.536573283E0,2.786283774E-1,6.077604720E0
1.249894360E2,-1.546470134E0,2.370614715E-1,4.582360581E0
1.249994660E2,-1.196060168E0,3.233079024E-1,2.284790745E0
1.250094970E2,-6.342468240E-1,8.636806027E-1,1.336182332E0
1.250195270E2,1.406974572E-1,1.127414733E0,1.628896286E0
1.250295580E2,3.566962346E-1,9.904027028E-1,2.927614923E0
1.250395880E2,-2.395212489E-1,3.522766898E-1,4.522129582E0
1.250496190E2,-8.338701817E-1,-8.040843190E-1,5.081549075E0
1.250596500E2,-1.107716998E0,-1.672622788E0,4.776232617E0
1.250696800E2,-1.167324392E0,-1.921944555E0,4.343353887E0
1.250797110E2,-8.334236737E-1,-1.764188724E0,4.033961919E0
1.250897410E2,-3.745471993E-1,-1.466139624E0,3.916149879E0
1.250997720E2,-2.389206668E-1,-1.358672331E0,3.658902211E0
1.251098020E2,-3.596603344E-1,-1.484509821E0,3.212115294E0
1.251198330E2,-6.261707959E-1,-1.586406032E0,2.696030685E0
1.251298630E2,-7.594204353E-1,-1.577120946E0,2.150550953E0
1.251398940E2,-7.649225190E-1,-1.484048037E0,1.623786989E0
1.251499240E2,-6.938462506E-1,-1.309031079E0,1.126719280E0
1.251599550E2,-5.144534551E-1,-1.207265114E0,5.593428952E-1
1.251699850E2,-2.766672944E-1,-1.177197123E0,-1.858759689E-1
1.251800160E2,-8.462419398E-2,-1.140511254E0,-1.112787119E0
1.251900460E2,2.227731422E-1,-9.409499495E-1,-1.864732035E0
1.252000770E2,5.665670570E-1,-7.117477937E-1,-2.347431382E0
1.252101070E2,8.512470833E-1,-5.118588263E-1,-2.605599986E0
1.252201380E2,9.657045025E-1,-3.517633773E-1,-2.749345012E0
1.252301680E2,9.350785410E-1,-2.348897425E-1,-2.808292547E0
1.252401990E2,8.255020121E-1,-2.205086618E-1,-2.868263930E0
1.252502300E2,7.375368652E-1,-2.392383168E-1,-3.052100390E0
1.252602600E2,6.126244783E-1,-2.025416299E-1,-3.281626409E0
1.252702910E2,5.197205539E-1,-1.381822774E-1,-3.536933970E0
1.252803210E2,5.430187116E-1,-6.337643556E-2,-3.658682941E0
1.252903520E2,4.859908539E-1,3.282137163E-2,-3.574629216E0
1.253003820E2,3.195410164E-1,8.542942867E-2,-3.377690315E0
1.253104130E2,1.721472913E-1,-7.473837957E-3,-3.089870480E0
1.253204430E2,-5.562924027E-2,-9.788085513E-2,-2.663195645E0
1.253304740E2,-4.179964336E-1,-1.064126737E-1,-2.220114108E0
1.253405040E2,-7.324312227E-1,-1.264079585E-1,-2.079328358E0
1.253505350E2,-6.872209167E-1,-1.140913104E-1,-2.211093609E0
1.253605650E2,-4.374905024E-1,4.783234365E-2,-2.450008501E0
1.253705960E2,-2.567020131E-1,3.637432989E-1,-2.532660649E0
1.253806260E2,-4.997432493E-2,7.053202419E-1,-2.390605468E0
1.253906570E2,1.747654552E-1,8.640665189E-1,-1.856517282E0
1.254006870E2,1.985082205E-1,8.049706107E-1,-9.155687213E-1
1.254107180E2,-1.515807701E-1,7.799166803E-1,1.551096743E-1
1.254207480E2,-5.319512480E-1,8.142369126E-1,8.406658888E-1
1.254307790E2,-6.433130050E-1,8.150629780E-1,8.368991125E-1
1.254408090E2,-5.870741194E-1,8.821395316E-1,2.547245944E-1
1.254508400E2,-3.783430655E-1,1.076279663E0,-5.072336787E-1
1.254608700E2,-1.410050573E-1,1.367151817E0,-1.127523857E0
1.254709010E2,1.978030829E-1,1.474119319E0,-1.537326550E0
1.254809310E2,4.557826760E-1,1.404407937E0,-1.451785879E0
1.254909620E2,1.653357602E-1,1.227367111E0,-5.355967677E-1
1.255009930E2,-3.318696513E-1,8.494685065E-1,1.140577181E0
1.255110230E2,-6.542587003E-1,2.666565688E-1,2.774605569E0
1.255210540E2,-7.499519659E-1,-1.633060089E-1,3.751817976E0
1.255310840E2,-9.696528348E-1,-2.599638458E-1,4.079959041E0
1.255411150E2,-9.110964784E-1,-1.466795973E-2,3.791028235E0
1.255511450E2,-4.299029361E-1,2.884845172E-1,2.920823382E0
1.255611760E2,1.659459902E-2,6.429932354E-1,2.296098091E0
1.255712060E2,6.227113639E-1,8.848820219E-1,2.316917687E0
1.255812370E2,1.182050093E0,8.971871949E-1,2.827357979E0
1.255912666E2,1.153612160E0,7.002788457E-1,3.919197448E0
1.256012976E2,7.387857574E-1,2.007253385E-1,4.947315715E0
1.256113276E2,2.106458342E-1,-4.572099813E-1,5.282503844E0
1.256213586E2,-1.329999815E-1,-9.516504273E-1,5.282948817E0
1.256313886E2,-2.636663941E-1,-1.252617434E0,5.223757453E0
1.256414196E2,-1.390346552E-1,-1.563196094E0,4.952869400E0
1.256514496E2,1.869993835E-1,-1.732585108E0,4.435345207E0
1.256614806E2,5.705974331E-1,-1.768255462E0,3.553989129E0
1.256715106E2,9.918955701E-1,-1.730193889E0,2.592372415E0
1.256815416E2,1.457488814E0,-1.527351785E0,1.827805699E0
1.256915716E2,1.843924718E0,-1.404682463E0,9.686170006E-1
1.257016026E2,2.028776548E0,-1.266949691E0,4.435522377E-2
1.257116326E2,1.941638270E0,-1.076606595E0,-8.099937344E-1
1.257216636E2,1.733937130E0,-9.472879659E-1,-1.555531856E0
1.257316936E2,1.397111635E0,-8.773212066E-1,-2.103327670E0
1.257417246E2,9.010388289E-1,-8.185800782E-1,-2.286247872E0
1.257517546E2,3.877720662E-1,-7.849544220E-1,-2.085290764E0
1.257617856E2,-3.975113074E-2,-7.914433696E-1,-1.723459212E0
1.257718156E2,-2.546724445E-1,-7.753061508E-1,-1.498706861E0
1.257818466E2,-4.814194276E-1,-7.224134074E-1,-1.604192970E0
1.257918776E2,-5.776430722E-1,-5.801273348E-1,-1.801985564E0
1.258019076E2,-4.047974040E-1,-3.487180012E-1,-1.988133429E0
1.258119386E2,-1.498296934E-1,-8.959564291E-2,-2.369954272E0
1.258219686E2,2.803253856E-2,1.397884344E-1,-2.766855669E0
1.258319996E2,1.143788289E-1,2.730301069E-1,-2.994609981E0
1.258420296E2,1.022607851E-1,2.722036030E-1,-3.075110938E0
1.258520606E2,1.071451105E-2,2.117283366E-1,-3.104016064E0
1.258620906E2,-4.899625020E-2,1.496082484E-1,-3.273619816E0
1.258721216E2,-8.108664678E-2,9.864486694E-2,-3.534903232E0
1.258821516E2,-2.040286865E-1,9.707547426E-2,-3.594963493E0
1.258921826E2,-3.165085407E-1,1.049433415E-1,-3.480089094E0
1.259022126E2,-2.795077621E-1,1.212153386E-1,-3.348313903E0
1.259122436E2,-1.567018346E-1,2.318902671E-1,-3.040245160E0
1.259222736E2,-1.839499326E-1,3.549552262E-1,-2.475318174E0
1.259323046E2,-3.899075059E-1,3.106798900E-1,-1.849393619E0
1.259423346E2,-6.412780277E-1,1.239021342E-1,-1.518888525E0
1.259523656E2,-8.474094826E-1,-1.232549205E-2,-1.468211877E0
1.259623956E2,-9.339038354E-1,4.887753345E-2,-1.373957099E0
1.259724266E2,-8.906671109E-1,1.648028230E-1,-1.260188409E0
1.259824566E2,-6.481827123E-1,2.331203751E-1,-1.282769186E0
1.259924876E2,-3.528071784E-1,4.366227756E-1,-1.377042675E0
1.260025176E2,-1.497828974E-1,7.236187378E-1,-1.464398907E0
1.260125486E2,2.310092378E-2,1.015073933E0,-1.351606702E0
1.260225786E2,1.274980257E-1,1.255863955E0,-1.062531470E0
1.260326096E2,2.286430889E-1,1.395668980E0,-7.752957720E-1
1.260426396E2,1.791170262E-1,1.462595334E0,-5.431531245E-1
1.260526706E2,1.891055689E-1,1.343908404E0,-3.891783947E-1
1.260627006E2,2.665230330E-1,1.153693509E0,-1.464125258E-1
1.260727316E2,2.258013421E-1,9.812713985E-1,3.680395406E-1
1.260827616E2,1.097819855E-1,7.643362626E-1,1.200335725E0
1.260927926E2,-5.717484210E-2,5.761020385E-1,2.413176890E0
1.261028226E2,-2.891729537E-1,3.231621605E-1,3.693618300E0
1.261128536E2,-7.836050308E-1,1.636284097E-1,4.731436513E0
1.261228836E2,-1.307412862E0,3.069845228E-1,5.115935966E0
1.261329146E2,-1.246711454E0,4.067319553E-1,3.845739462E0
1.261429446E2,-7.354324523E-1,5.891128242E-1,1.815649922E0
1.261529756E2,-3.414542245E-1,1.105863358E0,9.318502933E-1
1.261630056E2,2.510561974E-1,1.309514497E0,1.280031520E0
1.261730366E2,6.296704276E-1,1.132469212E0,2.552051770E0
1.261830666E2,5.222653352E-1,6.703239253E-1,4.120318277E0
1.261930976E2,2.473712821E-1,-3.002200983E-1,4.808418615E0
1.262031276E2,4.264666736E-2,-1.244436741E0,4.937935027E0
1.262131586E2,-2.888085991E-1,-1.770832769E0,5.305132568E0
1.262231886E2,-4.623367835E-1,-1.950371233E0,5.834968075E0
1.262332196E2,-5.017435817E-1,-2.055396874E0,5.753459643E0
1.262432506E2,-4.778854070E-1,-2.138054284E0,4.573471643E0
1.262532806E2,-5.231739926E-1,-2.052847342E0,2.967026911E0
1.262633116E2,-5.980839879E-1,-1.774589312E0,1.668291902E0
1.262733416E2,-6.281387495E-1,-1.409352927E0,8.715257388E-1
1.262833726E2,-4.834167268E-1,-1.102598273E0,1.819524872E-1
1.262934026E2,-3.452679978E-1,-9.602361864E-1,-6.138933241E-1
1.263034336E2,-3.404887030E-1,-9.318065123E-1,-1.177304127E0
1.263134636E2,-3.217999054E-1,-1.065951506E0,-1.373598080E0
1.263234946E2,-1.715743373E-1,-1.293391823E0,-1.229040291E0
1.263335246E2,-2.289564997E-2,-1.405021310E0,-7.663846153E-1
1.263435556E2,-1.930275522E-2,-1.408263591E0,-2.785075593E-1
1.263535856E2,-3.335229881E-2,-1.359955211E0,-1.391988158E-1
1.263636166E2,-7.222919315E-3,-1.260237526E0,-4.864649534E-1
1.263736466E2,1.472850034E-1,-1.088926021E0,-1.277603756E0
1.263836776E2,3.432178909E-1,-7.621610253E-1,-2.340590140E0
1.263937076E2,4.637888664E-1,-3.633451767E-1,-3.153419774E0
1.264037386E2,7.039917545E-1,-1.292224427E-1,-3.670736976E0
1.264137686E2,7.481161594E-1,-4.050958313E-2,-3.968583616E0
1.264237996E2,6.204924917E-1,4.556077346E-3,-3.926717552E0
1.264338296E2,3.967186716E-1,-8.349049196E-2,-3.633309533E0
1.264438606E2,1.360751236E-1,-1.983663525E-1,-3.253737529E0
1.264538906E2,-1.364146641E-1,-2.317837016E-1,-2.995436193E0
1.264639216E2,-3.385669425E-1,-2.394197997E-1,-2.846979480E0
1.264739516E2,-3.333431497E-1,-2.494204389E-1,-2.819710990E0
1.264839826E2,-3.287394906E-1,-1.543892974E-1,-2.867072852E0
1.264940126E2,-2.932061438E-1,4.340972900E-2,-2.824221532E0
1.265040436E2,-1.696926302E-1,2.065803748E-1,-2.606870586E0
1.265140736E2,-1.348785274E-1,2.616611463E-1,-2.327499393E0
1.265241046E2,-2.873577587E-1,2.681115022E-1,-2.086923307E0
1.265341346E2,-5.039085499E-1,3.100683443E-1,-1.880530043E0
1.265441656E2,-4.785829067E-1,3.142315619E-1,-1.789476616E0
1.265541956E2,-3.258609064E-1,4.714479149E-1,-1.533674964E0
1.265642266E2,-2.770128283E-1,6.789802895E-1,-1.256723934E0
1.265742566E2,-3.086981224E-1,7.919661107E-1,-1.334724036E0
1.265842880E2,-3.313796912E-1,9.453474212E-1,-1.518689135E0
1.265943180E2,-3.094699549E-1,9.876531959E-1,-1.670450109E0
1.266043490E2,-3.062037733E-1,1.075930730E0,-1.544026290E0
1.266143790E2,-3.505777447E-1,1.173470035E0,-1.380329395E0
1.266244100E2,-2.937936794E-1,1.178335942E0,-1.238126864E0
1.266344400E2,-2.869373805E-1,1.144543274E0,-7.893536478E-1
1.266444710E2,-3.824351663E-1,9.448100621E-1,5.422473907E-2
1.266545010E2,-3.085253372E-1,5.535589756E-1,7.506591135E-1
1.266645320E2,-4.168444224E-1,2.717139718E-1,1.312256695E0
1.266745620E2,-6.989279196E-1,1.560633552E-1,1.957911510E0
1.266845930E2,-9.801563345E-1,2.179285048E-1,2.394225479E0
1.266946230E2,-1.071863334E0,3.984888431E-1,2.550715097E0
1.267046540E2,-9.358886728E-1,7.145719989E-1,2.583079435E0
1.267146840E2,-6.487834407E-1,1.016519730E0,2.187602420E0
1.267247150E2,-1.889546924E-1,1.186561658E0,1.715653179E0
1.267347450E2,3.691112622E-1,1.259288815E0,1.741938168E0
1.267447760E2,7.679459681E-1,1.088629055E0,2.432983748E0
1.267548060E2,7.459121977E-1,7.787343002E-1,3.698742800E0
1.267648370E2,2.715263310E-1,3.321153440E-1,4.979895816E0
1.267748670E2,-2.175160934E-1,-3.188586098E-1,5.585162158E0
